name,city,country,address,phone,website,openingHours,kashrut,restaurantType,category,priceRange,notes,sourceUrl,scrapedAt
"TISH","London","UK","196-198 Haverstock Hill, London NW3 2AG.","+44 20 74313828","","ראשון-חמישי 12:00-14:30 17:30-21:30.","בית דין לונדון KLBD","unknown","","","מסעדת גורמה בשרית כשרה למהדרין בשכונת המפסטד בלונדון. המסעדה מציעה גם ארוחות שבת בהזמנה מראש.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.749Z"
"מוזיאון השעווה של מאדאם טוסו","London","UK","","","https://www.getyourguide.com/london-l57/london-madame-tussauds-london-t174429/?partner_id=SIN3UNH&utm_medium=online_publisher&cmp=LONDON&mkt_cmp=true&deeplink_id=2d97436a-d25d-527d-be53-d2836fec8193&page_id=237d0417-288f-5002-9c05-8fbc9dc50b56","","","meat","","","אם זהו הביקור הראשון שלכם בלונדון מומלץ לא לוותר על מוזיאון השעווה הוותיק והמפורסם בעולם.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.749Z"
"חדש!  PUKUSH","London","UK","96 Golders Green Rd, London NW11 8HB. [map: https://maps.app.goo.gl/LqSvqV7ZmZh6ctb4A]","+44 20 81911088","","ראשון-חמישי 17:00-23:00, מוצ""ש 19:00-23:00.","KF","meat","","","מסעדת ביסטרו בשרית, בהשראת ביסטרואים צרפתיים ובתי קפה ניו יורקיים. במקום מציעים בשרים צלויים על האש בלוויית יינות ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.749Z"
"חדש!  ברכה  BRACHA","London","UK","118 Golders Green Rd, London NW11 8HB. [map: https://maps.app.goo.gl/NCPSgRYNnkFqhN3D9]","+44 20 38568388","","ראשון-חמישי 11:30-23:00.","KF","meat","","","מסעדת אוכל רחוב בשרית, מבית מסעדת ""מזל"". מציעה מנות מהמטבח הישראלי כמו פלאפל, שניצל, עראייס ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.749Z"
"חדש!  Omi Sushi","London","UK","750 Finchley Rd, London NW11 7TH. [map: https://maps.app.goo.gl/ggGZ9bCdyYW1dvPu6;]","+44 20 82641666","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/#hotels-golders","ראשון 12:00-22:00, שני-רביעי 16:00-22:00, חמישי 12:00-22:00.","בית דין לונדון KLBD","dairy","","","מסעדת סושי כשרה בטמפל פורצ'ן (צפונית לגולדרס גרין).","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.750Z"
"מאפיות כשרות בלונדון - גולדרס גרין","London","UK","20, Russell Parade, Golders Green Rd, London NW11 9NN [map: https://maps.app.goo.gl/5fpckgmhVYXXLshe9]","+44 20 84588984כשרות: בית דין לונדון (KLBD).","https://www.booking.com/hotel/gb/kadimah.he.html?aid=1221689","ראשון 8:00-20:00, שני-חמישי 7:00-20:00, שישי 13:30–7:00.כתובת: Address: 20, Russell Parade, Golders Green Rd, London NW11 9NN","בית דין לונדון (KLBD).","dairy","","","Coco Bakery– מאפייה וקונדיטוריה בלב שכונת גולדרס גרין עם מקומות ישיבה. מציעים גם קפה, כריכים, טוסטים וכו'.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.750Z"
"מאפיות כשרות בלונדון - סטמפורד היל","London","UK","168-170, 170 Clapton Common, London E5 9AG.טלפון: T +44 20 88024166כשרות: מהדרין כדתיא.","+44 20 88024166כשרות: מהדרין כדתיא.","https://grodzinski.co.uk/","ראשון-חמישי 7:00-1:00, שישי 7:00-15:00.כתובת: 168-170, 170 Clapton Common, London E5 9AG.טלפון: T +44 20 88024166כשרות: מהדרין כדתיא.","מהדרין כדתיא.","dairy","","","מאפיית גרודזינסקי Grodzinski – מאפיה ענקית ומשובחת, ככל הנראה המאפיה הכשרה הותיקה בעולם שעדיין פעילה. נוסדה בשנת 1888(!) וכיום מחזיקה שני סניפים בשכונת סטמפורד היל – סניף מרכזי בקלפטון קומון, וסניף ותיק בדנסמור רואד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.750Z"
"קבוצת וואטסאפ ללונדון - כל מה שתצטרכו לטיול הבא!","London","UK","55-57 Church Rd, London NW4. [map: https://maps.app.goo.gl/FGYabWf1FvnKnWVBA]","+44 20 8203 6919","https://chat.whatsapp.com/HEygoUmVaBv2YXleGXSmIw","ראשון-חמישי 7:00-21:00, שישי 7:00 – כשעה לפני השקיעה.","בית דין לונדון KLBD.","dairy","","","להצטרפות לקבוצת הוואטסאפ של לונדון מבית ""מטיילים בכיפה"" פשוט לחצו כאן >","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.751Z"
"מלנות מומלצים במרכז לונדון","London","UK","","","https://www.booking.com/hotel/gb/novotel-london-paddington.he.html?aid=1221689&label=kosher-rest","","לאורחים לפי דרישה. ניתן לפנות למלון לאחר ההזמנה בבוקינג לקבל את התפריט הכשר ולהזמין ממנו. המנות הכשרות יגיעו למלון ביום שבו הוזמנו. בנוסף, צוות אדיב ומודע לצרכים של שומרי שבת.","dairy","","","Novotel London Paddington – מלון 4 כוכבים מצוין במרכז לונדון. מיקום מעולה – ליד תחנת רכבת מרכזית, סמוך ל""ונציה הקטנה"". מרחק 20 דקות הליכה מרחוב אוקספורד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.751Z"
"מלונות כשרים באזור היהודי בצפון לונדון - גולדרס גרין","London","UK","155 Golders Green Rd.King Solomon Hotel – מלון ברמה בינונית, אין משגיח כשרות במקום אבל המוצרים כשרים. פשוט מאד ודי ישן, והיתרון היחיד הוא המיקום המעולה בלב שכונת גולדרס גרין. כתובת: 155 Golders Green Rd.","","https://www.booking.com/hotel/gb/mstay-golders-green.he.html?aid=1221689&label=kosher-rest","","","dairy","","","שבת: המלון מספק בשבת מפתח מכני רגיל (לא כרטיס דיגיטלי) לאורחים שומרי מצוות. דלת המלון הראשית נפתחת באופן חשמלי, אך הצוות מודע לבעיה ופותח אותה עבור האורחים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.751Z"
"דירות מומלצות בשכונת גולדרס גרין בלונדון","London","UK","","","https://www.booking.com/hotel/gb/m-hotels-apartments.he.html?aid=1221689&label=kosher-rest","","","dairy","","","© כל הזכויות שמורות ל""מטיילים בכיפה"". ט.ל.ח.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.751Z"
"3 תגובות","London","UK","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/#comment-40633","","","dairy","","","Hi please add my restaurant Deli98 in London Stamford Hill","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.752Z"
"השארת תגובה","London","UK","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/#respond","","","dairy","","","Δ
document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() );","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-london/","2026-05-27T13:04:09.752Z"
"מייק'ס ביסטרו   Mike's Bistro","New York","USA","127 E 54th St, New York, NY.","+1 212 7993911","","ראשון,שני, חמישי 17:30-22:00, שלישי, רביעי 12:00-13:45 17:30-22:00.","OU","meat","","$$$$","מסעדה בשרית אלגנטית ואיכותית. יקרה למדי.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.621Z"
"ברנע ביסטרו   Barnea Bistro","New York","USA","211 E 46th St, New York, NY.","+1 212 4611001","","ראשון 17:00-22:30, שני-חמישי 12:00-14:30 17:00-22:30.","OU","meat","","$$$","מסעדה בשרית ברמה גבוהה באזור מידטאון איסט. התפריט מבוסס על חומרי גלם עונתיים, והמטבח פתוח לעיני הסועדים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.622Z"
"Rothschild TLV","New York","USA","1129 Lexington Ave, New York.","+1 917 3414169","","ראשון-חמישי 12:00-22:30, מוצ""ש 19:00-24:00.","OU מהדרין. משגיח צמוד.","meat","","$$$","מסעדה כשרה חדשה יחסית עם מטבח ים תיכוני בהשראת רחוב רוטשילד בתל אביב.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.622Z"
"Tabernacle Steakhouse","New York","USA","315 W 36th St., New York, NY.","+1 212 9337001","","ראשון 17:00-22:00, שני-חמישי 11:30-22:00.","OU","meat","","$$$$","מסעדה מודרנית כשרה במרכז מנהטן, במידטאון ווסט. בנוסף לתפריט עשיר של בשרים ודגים מציעה גם מגוון יינות כשרים מכל רחבי העולם.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.622Z"
"רזרב קאט Reserve Cut","New York","USA","40 Broad St 2nd Floor, New York.","+1 212 9337001","","ראשון 17:00-22:30, שני-חמישי 12:00-22:30, מוצ""ש 19:00-22:30.","OU","meat","","$$$$","מסעדת בשרים יוקרתית באזור דאונטאון מנהטן. מציעה מטבח פיוזן צרפתי אנין.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.622Z"
"Noi Due Carne","New York","USA","141 W 69th St, New York, NY.","+1 212 7122223","","ראשון 16:00-22:00, שני-חמישי 17:00-23:00, מוצ""ש שעה אחרי צאת השבת – 24:00.","מהדרין OK בית יוסף. כל הבשר והעופות הינם משחיטה חסידית, הבשר שחיטת בית יוסף.","meat","","$$","מסעדה בשרית כשרה בסגנון ים-תיכוני בבעלות מסעדן ישראלי ואשתו האיטלקיה, הכוללת גם מאכלים מרוקאיים ואיטלקיים.מציעים גם בירות קרפט וקוקטיילים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.622Z"
"בוניטו  Bonito","New York","USA","31 W 17th St, New York.","+1 212 2098822","","ראשון-חמישי 17:00-22:30, מוצ""ש 19:30-22:30.","OU","meat","","$$$","מסעדת שף בשרית כשרה למהדרין במרכז מנהטן, לא רחוק מיוניון סקוור.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.622Z"
"Le Marais","New York","USA","150 W 46th St, New York, NY.","+1 212 8690900","","ראשון-שלישי 11:30-23:00, רביעי-חמישי 11:30-24:00, שישי 12:00-14:00.","OU","meat","","$$$","מסעדת ביסטרו צרפתית ותיקה, אשר מתמחה בבשרים. קרובה לטיימס סקוור.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.622Z"
"UN Plaza Grill","New York","USA","845 United Nations Plaza, New York.","+1 212 2231801","","ראשון-חמישי 17:00-23:00, מוצ""ש 20:00-23:00.","OU","meat","","$$$$","מסעדת שף כשרה עם מטבח בינלאומי המשקיפה על בנין האו""ם בניו יורק.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.622Z"
"מסעדת זאב וכבש  Wolf & Lamb Steakhouse","New York","USA","16 E 48th St, New York.","+1 212 3171950","","ראשון 16:00-22:00, שני-חמישי 12:00-22:00, מוצ""ש 20:00-23:00.","OU","meat","","$$$","מסעדת בשרים ותיקה ויוקרתית בלב מנהטן, ליד מרכז רוקפלר.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.622Z"
"תצפית SUMMIT בניו יורק","New York","USA","","","https://www.tiqets.com/en/new-york-attractions-c260932/tickets-for-summit-one-vanderbilt-p1023033/?partner=metaylimbkipa","","","meat","","$","תצפית מדהימה עם נוף פנורמי לעיר ניו יורק, אשר משלבת יצירות אמנות מיוחדות שיוצרות באמצעות מראות והשתקפויות חוויה ייחודית.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"Kasbah Grill","New York","USA","251 W 85th, New York.","+1 212 4961500","","ראשון 16:00-22:00, שני-חמישי 12:00-22:00, מוצ""ש 20:00-23:00.","OK","meat","","$$$","מסעדה בשרית עממית כשרה בלב ניו יורק.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"Talia's Steakhouse and Bar","New York","USA","668 Amsterdam Ave, New York.","+1 212 5803770","","ראשון-חמישי 16:00-22:30, מוצ""ש שעה אחרי צאת השבת – 3:00.","מהדרין הרב מרמורשטיין","meat","","$$$","מסעדה בשרית כשרה למהדרין במנהטן, אשר מציעה מאכלים אמריקאיים ומזרח תיכוניים.במקום גם מציעים סעודות שבת וחג בתשלום מראש.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"Eighteen","New York","USA","240 E 81st St, New York.","+1 212 5172400","","ראשון-חמישי 12:00-22:00, שישי 9:00-13:00.","OK","meat","","$$$","מסעדה בשרית כשרה בניו יורק המציעה גם סושי.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"מיסטר ברודווי  Mr. Broadway","New York","USA","209 W 38th St, New York.","+1 212 9212152","","ראשון: טייקאווי 10:00-22:00, ארוחה במקום 11:00-22:00שני-חמישי: טייקאווי 9:00-22:00, ארוחה במקום 11:00-22:00שישי: טייקאווי 9:00-14:00.","OU","meat","","$$","מסעדת גריל בשרית ותיקה עם מטבח ניו יורקי מודרני וכשר.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"Mocha Burger LUX - Times Square","New York","USA","4 E 46th St, New York, NY 10017.","+1 212 5176353","","ראשון-חמישי 11:30-24:00מוצ""ש 21:00-2:00.","OU","meat","","$$$","מסעדת  בורגרים וסטייקים טרנדית ויוקרתית במרכז מנהטן, סמוך למרכז רוקפלר וטייימס סקוור.במקום יש גם בר משקאות וקוקטיילים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"מוקהבורגר  Mocha Burger","New York","USA","496 LaGuardia Pl, New York, NY 10012.","+1 212 9823800","","ראשון-רביעי 11:00-24:00חמישי 11:00-2:00מוצ""ש: שעה לאחר צאת השבת – חצות.","OU","meat","","$$","מסעדת  בורגרים בדרום מנהטן, ליד וושינגטון סקוור.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"Izzy’s Smokehouse","New York","USA","660 Amsterdam Ave, New York, NY 10025.","+1 347 4250524","","ראשון-חמישי 12:00-22:00","OK","meat","","$$","מסעדת בשרים מובחרת ועטורת פרסים, עם סניפים בברוקלין, מיאמי ואפר ווסט-סייד במנהטן.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"מלכה (אייל שני)  Malka","New York","USA","161 W 72nd St, New York, NY 10023.","+1 929 3884999","","ראשון-רביעי 17:00-22:00חמישי 17:00-23:00מוצ""ש 21:00-חצות","הרב מעלמאן (NATIONAL KOSHER SUPERVISION)","meat","","$$$","המסעדה הכשרה הראשונה של השף אייל שני בארה""ב, ממוקמת באפר ווסט-סייד, לא רחוק מלינקולן סקוור ומוזיאון הטבע. מציעה תפריט הכולל מנות טבעוניות, דגים ובשר.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"כשר דלוקס  Kosher Deluxe","New York","USA","10 W 46th St, New York, NY.","+1 212 8696699","","שני-חמישי: 9:30-18:30שישי: טייקאווי 10:00-14:00","הרב עמרם רוט","meat","","$$","מסעדת פועלים בשרית פשוטה ופונקציונלית בלב מנהטן, ליד מרכז רוקפלר. במקום מגישים מנות מהירות כמו שווארמה כשרה, המבורגר, פלאפל ועוד במחירים נוחים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"פיתה גריל  Pita Grill Kosher","New York","USA","1083 2nd Ave, New York, NY 10022.","+1 212 7501122","","ראשון-חמישי: 10:00-22:45שישי 10:00-14:00מוצ""ש 19:00-1:00","OU","meat","","$$","רשת מזון מהיר בשרית עם סניף כשר באיסט סייד במנהטן, ליד הרכבל לרוזוולט איילנד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"סושי טוקיו  Sushi Tokyo","New York","USA","121 W 19th St, New York.","+1 212 6334330","","ראשון: טייקאווי 10:00-22:00, ארוחה במקום 11:00-22:00שני-חמישי: טייקאווי 9:00-22:00, ארוחה במקום 11:00-22:00שישי: טייקאווי 9:00-14:00.","OK","meat","","$$","רשת מסעדות סושי כשרה עם סניפים במנהטן, ברוקלין, קווינס ולונג איילנד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.624Z"
"טמפורה  Tempura NYC","New York","USA","511 9th Ave, New York.","+1 845 3271957","","ראשון-חמישי 17:00-23:00, מוצ""ש 20:30-1:00.","OK","meat","","$$","מסעדה אסייתית כשרה למהדרין (חלבית) במרכז מנהטן, באזור מידטאון ווסט.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.624Z"
"תצפית אדג' Edge","New York","USA","","","https://www.tiqets.com/en/new-york-attractions-c260932/tickets-for-edge-at-hudson-yards-general-admission-p993713/?partner=metaylimbkipa","","","dairy","","","מרפסת תצפית בולטת החוצה בבנין ה- Edge אשר בהדסון יארד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.624Z"
"מסעדת חלב ודבש  Milk N' Honey","New York","USA","12 E 46th St, New York, NY.","+1 212 7644400","","ראשון-חמישי 7:00-18:00, שישי 7:00-13:30.","OU","dairy","","$$","מסעדה חלבית כשרה למהדרין במרכז מנהטן, ליד רוקפלר סנטר. מציעה מגוון סוגי פיצות, כריכים וסלטים בהרכבה עצמית, מרקים ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.624Z"
"Patis Bakery","New York","USA","750 8th Ave, New York, NY.טלפון: T +1 212 6527115שעות פתיחה:ראשון-חמישי 7:00-0:00שישי  7:00-16:00","+1 212 6527115שעות פתיחה:ראשון-חמישי 7:00-0:00שישי  7:00-16:00","https://www.booking.com/hotel/us/nomo-soho.he.html?aid=1221689","ראשון-חמישי 7:00-0:00שישי  7:00-16:00","מהדרין הרב מרמורשטיין","dairy","","$$","רשת מאפיות ובתי קפה איכותית אשר מציעה מלבד מאפים ולחמים, גם מגוון כריכים, סלטים, גלידות ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"מסעדת הביתה  Abaita","New York","USA","145 E 49th St, New York.","+1 646 8085518","","ראשון-חמישי 12:00-21:00, שישי 11:45-14:00, מוצ""ש 19:30-23:00.","OK","dairy","","$$$","מסעדה חלבית כשרה במרכז מנהטן, המשלבת את  עולם האוכל היהודי והאיטלקי. היא ממוקמת באזור מידטאון איסט.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Noi Due Cafe","New York","USA","491 Columbus Ave, New York.","+1 212 7122222","","ראשון-חמישי 11:00-23:00, מוצ""ש שעה אחרי צאת השבת – חצות.","OK","dairy","","$$$","מסעדה חלבית איטלקית בלב מנהטן, ליד סנטרל פארק ומוזיאון הטבע. במקום מגישים פיצה שנאפית פיצה הנאפית בתנור לבנים, ומנות חלביות כמו קרפצ'יו חציל, פסטות וכו'.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"ג'רוזלם קפה  Jerusalem Cafe","New York","USA","7 W 36th St. Ground Floor, New York.","+1 212 3981475","","ראשון 12:00-20:00, שני-חמישי 7:30-18:00, שישי 7:30-14:30.","OK","dairy","","$$","בית קפה כשר במרכז ניו יורק, אשר מציע גם פסטות, פיצות, סלטים, טוסטים ואפילו סושי.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Tiberias","New York","USA","45 E 34th St, New York.","+1 212 4814222","","ראשון-חמישי 12:00-24:00, מוצ""ש שעה אחרי צאת השבת – 1:30.","OK","dairy","","$$$","מסעדה חלבית כשרה למהדרין המציעה מנות דגים, פיצות, פסטות, סלטים, סושי ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Modern Bread and Bagel","New York","USA","472 Columbus Ave, New York, NY.טלפון: T +1 646 7752985שעות פתיחה:ראשון-חמישי 8:00-21:30שישי  8:00-16:30","+1 646 7752985שעות פתיחה:ראשון-חמישי 8:00-21:30שישי  8:00-16:30","","ראשון-חמישי 8:00-21:30שישי  8:00-16:30","ICK הרב זאב שוורץ","dairy","","$$","מסעדת בייגלס כשרה עם תפריט ללא גלוטן, הכוללת שני סניפים במנהטן, אחד במרכז – אפר ווסט-סייד, והשני באזור צ'לסי.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Rosie's Pizza","New York","USA","1385 Broadway, New York, NY 10018.","+1 917 6282190","","ראשון 12:00-20:00, שני-חמישי 9:00-20:00, שישי 9:00-15:00","מהדרין CRC (התאחדות הרבנים דארה""ב וקנדה)","dairy","","$","פיצה כשרה למהדרין במרכז המידטאון במנהטן, סמוך לבריאנט פארק ולחנות הכלבו מייסיז. במקום מגישים פיצה, פלאפל, סלטים, כריכים ואפילו פיצה טבעונית.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"בראבו פיצה  Bravo","New York","USA","378 5th Ave, New York.טלפון: T +1 212 2684499שעות פתיחה:ראשון 11:00-20:00שני-חמישי 10:00-22:00 שישי  10:00-14:00מוצ""ש 20:00-2:00","+1 212 2684499שעות פתיחה:ראשון 11:00-20:00שני-חמישי 10:00-22:00 שישי  10:00-14:00מוצ""ש 20:00-2:00","https://www.bravokosherpizza.com/","ראשון 11:00-20:00שני-חמישי 10:00-22:00 שישי  10:00-14:00מוצ""ש 20:00-2:00","OK חלב ישראל","dairy","","$$","רשת פיצריות ידועה עם שני סניפים כשרים במנהטן, אחד במרכז – מידטאון, והשני בדרום – דאונטאון.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Bodhi Kosher Vegetarian Restaurant","New York","USA","77 Mulberry St, New York, NY 10013.","+1 212 2332921","","שני-ראשון 11:00-21:45","CupK (הרב ישראל מאיר הלוי שטיינברגר, מונסי)","dairy","","$$","מסעדה סינית אותנטית טבעונית וכשרה באזור צ'יינהטאון בדרום מנהטן.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.626Z"
"פלאפל מוישה Moshe’s falafel - הפודטראק הכשר היחיד במנהטן","New York","USA","1411 Broadway, New York, NY.טלפון: T +1 917 540-5717שעות פתיחה:ראשון-חמישי 11:00-17:00","+1 917 540-5717שעות פתיחה:ראשון-חמישי 11:00-17:00","https://www.booking.com/hotel/us/the-iroquois-new-york.he.html?aid=1221689&label=kosherest","ראשון-חמישי 11:00-17:00","ועד הרבנים קווינס","dairy","","$","פודטראק כשר למהדרין עם שני סניפים במרכז מנהטן: אחד ליד הטיימס סקוור, והשני קרוב יותר למרכז רוקפלר.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.626Z"
"מחיר אטרקטיבי, ותמורה מעולה למחיר","New York","USA","","","https://www.booking.com/hotel/us/hyatt-place-new-york.he.html?aid=1221689&label=kosherest","","","dairy","","$","מלון MOXY NYC Times Square – מלון חדש ועדכני במיקום מעולה מרכז מנהטן ובמחיר סופר אטרקטיבי! צוות אדיב ומסייע. רבע שעה מבית חב""ד. החדרים קטנים מאד, אבל למי שרוצה לחסוך ועדיין לשהות במלון חדש ונקי זו אופציה מצוינת, ומלבד זאת אפשר גם להזמין חדר גדול יותר בתוספת תשלום.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.627Z"
"תצפית סאמיט SUMMIT ON VANDERBILT","New York","USA","","","https://metaylimbkipa.com/a-week-in-new-york/","","","dairy","","$","הביקור במקום הוא חוויה רב חושית מדהימה, משחק של מראות והשתקפויות אינסופיות מול נופי מנהטן.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.627Z"
"פיצרייה כשרה  Pizza & Co","Amsterdam","Netherlands","Kastelenstraat 105A, Amsterdam.","+31 20 4044453","","ראשון-חמישי 12:00-21:00, שישי 11:00-14:00.","","unknown","","","פיצה כשרה באמסטרדם. מציעים גם פלאפל וכד'. במקום מגישים את הצ'יפס הכשר באמסטרדם הטוב ביותר שטעמנו.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.353Z"
"רימון דלי  Rimon Deli (David’s Corner)","Amsterdam","Netherlands","Kastelenstraat 69, Amsterdam.","+31 20 6461002","","ראשון 10:00-16:30, שני-חמישי 8:30-18:00, שישי 8:30-16:00.","","unknown","","","בית קפה חלבי, מאפיה וחנות כשרה באמסטרדם.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.353Z"
"מיט מי כשר  Meat Me Kosher","Amsterdam","Netherlands","Kastelenstraat 65, Amsterdam.","+31 20 3541744","","ראשון-חמישי 12:00-22:00, שישי 11:00-15:00.","","meat","","","מסעדה בשרית כשרה בסגנון מזרחי/מרוקאי באזור היהודי באמסטרדם.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.353Z"
"חדש! טעים טעים  Taim Taim","Amsterdam","Netherlands","Kastelenstraat 265,  Amsterdam.","+31 20 7868609","","ראשון-חמישי 13:00-22:00.","","unknown","","","מסעדה בשרית כשרה בסגנון ים-תיכוני.התפריט כולל מגוון מנות בסגנון מזרחי-ישראלי כמו חומוס, פלאפל, שווארמה, שיפודים ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.353Z"
