bucket,new_verdict,new_conf,new_reason,triage,triage_score,triage_reason,id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri,resolved_final,collision
sure_wrong,no,0.85,"שמות שונים משמעותית (קייטרינג טאשי גאורגיה vs קייטרינג בשרי כשר טאשי גרוזיני), כתובות בשכונות שונות באשקלון (אלי כהן vs שביל חודשי השנה), מרחק של 848 מטרים. למרות שיש קשר לשם 'טאשי', זה נראה כעסקים שונים או סניפים בלתי קשורים במקומות שונים",maybe,0,"LLM לא (conf 0.85) · שם דומה חלקית (0.67) · אותה עיר, רחוב שונה",1381,flagged,llm-no,קייטרינג טאשי גאורגיה,"אלי כהן 19, אשקלון, Israel",31.6678617,34.5693764,ChIJl6BwOJ-dAhUR2oGK8RKQSeo,קייטרינג בשרי כשר טאשי גרוזיני בטעם הבית,"Shvil Hodshey ha-Shana 4, Ashkelon, Israel",31.672979500000004,34.5760204,0.667,848,OPERATIONAL,food,catering_service,catering_service;food_delivery;service;food;point_of_interest;establishment,052-220-9950,4.5,99,Monday: 10:00 AM – 9:30 PM | Tuesday: 10:00 AM – 9:30 PM | Wednesday: 10:00 AM – 9:30 PM | Thursday: 10:00 AM – 9:30 PM | Friday: 10:30 AM – 3:00 PM | Saturday: Closed | Sunday: 10:00 AM – 9:30 PM,yes,places/ChIJl6BwOJ-dAhUR2oGK8RKQSeo/photos/AaVGc3nPVoTk_jB2ACI_xT5k41ID5mV98VN-WJevKjMK2gpxzSs4FZzU-yzzNgdm3qyXrLpREqzaapxU60n-1G4mfHmUSOlDWasFg67DxzRHoCWIQ-2RP4vhVfQP6C-akRd0MaXeMlcawneiwJt8BO0Rr-jmS5jvfF7toWOYtNIeXAR9GDzXhUyts0T_Fry4iXEr1CvRhTdZLvH-oxIA5U0tPb5U1e9Xh7FD3qbhMbtZNTaJZWUmx9QK-VxKH3gkMaOVvGZg1fwhVoXMGKgAiHuILjt0Dikmk2qG9shx4jf-oHdxtLIz7cZRsa4o68jKJNhKovjrVFRfuCVW__gJHTIVHd9skCVit8kVVI3GPX63rgu229Ht5J0YaRLwrE2VSafAqh4M1G-r71Q-QfD7Ho64ye12ek_dljkjgMLFoLzN5Ak7kO4c,קייטרינג בשרי כשר טאשי גרוזיני בטעם הבית,no,0.85,"Different streets (Eli Cohen vs Shvil Hodshey ha-Shana) with 848m distance. While both mention 'Tashi' and are in Ashkelon, the significant distance and different addresses suggest different locations. The name variation (Georgia vs Gruzini/Georgian) could indicate same cuisine type but different businesses.",https://maps.google.com/?cid=16882183089211212250&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,flagged,
still_maybe,uncertain,0,,maybe,0,LLM לא (conf 0.85) · שם דומה חלקית (0.67) · עיר/רחוב לא זוהו כתואמים,1451,flagged,llm-no,מסעדת ללו,"חורב 259, אילת, Israel",29.5569348,34.9497949,ChIJm8BFS_5xABURKwAYNu7v-p8,Lalo's restaurant,"Hahorev St 7, Eilat, Israel",29.5612976,34.9533862,0.667,597,OPERATIONAL,food,moroccan_restaurant,moroccan_restaurant;catering_service;food_delivery;meal_takeaway;restaurant;food;point_of_interest;service;establishment,08-633-0578,4.5,857,Monday: 11:30 AM – 4:00 PM | Tuesday: 11:30 AM – 4:00 PM | Wednesday: 11:30 AM – 4:00 PM | Thursday: 11:30 AM – 4:00 PM | Friday: Closed | Saturday: Closed | Sunday: 11:30 AM – 4:00 PM,yes,places/ChIJm8BFS_5xABURKwAYNu7v-p8/photos/AaVGc3nwmLwTHmHWODkpmWKXdQg5d9shNtvrKqCPp14KCBPhu5xhTX-CTVn55X_bhSQaJDjrSEqIuDuw5-5ldeRvfcHXFYLDRdexdIlLRcS3sRdJTjHVU2sMuZIgXxYGE88s4slFkhw_jaW5Uznt_IHqoXwCcgBqYEISlal4fcT06ra8oYrbyPuOtok9nDx1n-o9fwoWYoRLEWgG6hki7ivEX6wCrJdx654MXN0yKqvPAOnI9hLZNLWHI_QzMMAeTIRBbsPCWz2_sZGzb9SeTPw_lbVJAIYm4de5Pkh6WWqfpBg0IwJJu_-6sEoYvBLdBKxeLbRoJEMI60QZbPswNusOyemKPGG-VU7JVUkZlwqYD06i95dAQmVFZzA_3ACzI9S45-6kU4N9A5qNwHzUcwQg8cmrCCY6EDFzehQLfQCyvU_ApQI,ללו,no,0.85,"Same unique name (Lalo/ללו) and city (Eilat), but house numbers differ significantly (259 vs 7) on same street (Chorev/Hahorev). Distance of 597m is too large for same physical location. Coordinates/house-numbers can be wrong, but this discrepancy is substantial.",https://maps.google.com/?cid=11527790002597003307&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,flagged,
sure_wrong,no,0.95,"Our address states 'ישע' (likely a typo or abbreviation), but Google clearly shows this is in Tiberias on Shim'on Dahan St. The distance of 202km indicates these are in completely different cities. Despite the name match (פיצרלה=Pitzarela), the locations are too far apart to be the same physical business.",maybe,0,LLM לא (conf 0.95) · שם דומה חלקית (0.67) · עיר/רחוב לא זוהו כתואמים,1776,no_match,llm-no,פיצרלה,"ישע, Israel",31.246415,34.4032541,ChIJp5fegFk-HBURMbOOKf9APJw,Pitzarela,"Shim'on Dahan St 10, Tiberias, Israel",32.797297199999996,35.5273556,0.667,202407,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,04-672-5115,4.2,434,Monday: 10:00 AM – 1:00 AM | Tuesday: 10:00 AM – 1:00 AM | Wednesday: 10:00 AM – 1:00 AM | Thursday: 10:00 AM – 1:00 AM | Friday: 10:30 AM – 2:30 PM | Saturday: 8:30 PM – 1:00 AM | Sunday: 10:00 AM – 1:00 AM,yes,places/ChIJp5fegFk-HBURMbOOKf9APJw/photos/AaVGc3maoC6F3rt9qDWf9Yi0DheyVc3GLJ0GNBl5AQIlj6VlmwKIvE1LLzxCgg3DgSY6DS-Z_fZsRe7nweG_Wc_PHkhGk4sSE4YUKbc4HRb6zouaGp5ov5FJOu_HBqgTlQgFdhAFay7-98G23hDNnETiQIc6IEctX_bjvibBokOllXrwIYZ79Pz9BXr8RU9ztNy8lTJlMwTxzBF1pfh36C3bPOU-i7JE9-8LwpPVC7sy1DbQiOAIcMkrZ7Crs3NvucEYmPNRE3M_fJUUf5c3lFORsI0qndTNqTnnT8vK1NcVmiI-juc0hf0g8Nmau7gG0l2N-cxbRL4lihjusuebnEu0eMONmOuwrsc4uk_UFxp-Gz-qtVVhqOVwc6K4SPMrCxaIHMxoZ1mcQtVr_NQW_yFPqamiy2gZfbkv5Lkaikpy5bs08BXR,אביב אוחיון,no,0.95,"A is listed only in city 'ישע' (Jeshua/Yeshua area) with no street address, while B is in Tiberias on Shim'on Dahan St - these are different cities ~200km apart. Despite name matching (Pitzarela=פיצרלה translation), the city mismatch is decisive.",https://maps.google.com/?cid=11257944633177453361&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
sure_wrong,no,0.95,"שרשרת קפה לנדוור - הסניף בשד' משה סנה שונה מהסניף בביג פאשן אריאל. למרות שהשם זהה ושניהם באשדוד, הרחוב שונה משמעותית. עבור חברות שרשרת, כתובת שונה באותה עיר = סניף שונה",maybe,0,"LLM לא בטוח (0.45) · שם דומה חלקית (0.67) · אותה עיר, רחוב שונה",1784,uncertain,llm-uncertain,קפה לנדוור,"שד' משה סנה, אשדוד, Israel",31.7977314,34.6529922,ChIJQ-o4ncKiAhURKahsK4cAvJY,Landwer Cafe,"ביג פאשן אריאל, שרון 1, Ashdod, Israel",31.776711700000003,34.6641039,0.667,2562,OPERATIONAL,food,cafe,cafe;restaurant;point_of_interest;food;establishment,08-637-8070,4,1482,Monday: 8:00 AM – 10:30 PM | Tuesday: 8:00 AM – 10:30 PM | Wednesday: 8:00 AM – 10:30 PM | Thursday: 8:00 AM – 10:30 PM | Friday: 8:00 AM – 1:15 PM | Saturday: 6:00 PM – 12:00 AM | Sunday: 8:00 AM – 10:30 PM,yes,places/ChIJQ-o4ncKiAhURKahsK4cAvJY/photos/AaVGc3mUM1A03GYt3ap7bjTMucK97u6c9HsfG-S_mamX4fveUwhKoPpAk_LdUG-GRmEytv8G0tRMQSJeHULG5b55zD0hlGFMLLmMJT3Yv8ENWg8JZlyOPxK9deZwvkYshIHfUDs9LyN5XDlkyscYXaPSiSRgTc6AGU2lwj3_xPpLW17Xpafkf7wwQDNEoacv5kMuh7zwa0gZ-3kK0ZpHJ9z2AeDR7ZBXSADuXhhE8IzRuFgJ1HQxcbiCwvjhUG4dzbfdNBwA5rBkLvPF16h81GAyLdSy84y6B8pbOMe7xKJukUY-JKrY551i75hlk-MK7ACTRpO8qnyjCAlRvRRW1KffrkYSM6bAvuDoyFuVqGYKZs6HC8ITCE55zKUMW0BWpbIlDhSYdK_F9m9BEJtE0MPXuxImAhuMNEvgPN8q4AMRaXgqgkf6,Landwer Cafe,uncertain,0.45,"Name matches (Landwer Cafe = קפה לנדוור), both in Ashdod. However, distance is 2.5km and streets differ significantly (Moshe Shneh vs Big Fashion Ariel, Sharon 1). For a chain store, we'd expect street+house number to align clearly. The large distance and different street addresses suggest these may be different Landwer locations in Ashdod, or one address may be incorrect.",https://maps.google.com/?cid=10861556981859919913&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,uncertain,
still_maybe,uncertain,0,,maybe,0,LLM לא (conf 0.85) · שם דומה חלקית (0.67) · עיר/רחוב לא זוהו כתואמים,1845,no_match,llm-no,שניצליין באר שבע,"יצחק בן צבי 4, קניון הנגב, Israel",31.2432835,34.7967907,ChIJ-6fqZchnAhUR248ZLD36J4E,"שניצל טיים באר שבע | חלות שניצל , מגשי אירוח","Mivtsa Nakhshon St 60, Be'er Sheva, Israel",31.260541999999994,34.7873592,0.667,2118,OPERATIONAL,food,fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,08-999-9652,4.2,11,Monday: 10:00 AM – 2:00 AM | Tuesday: 10:00 AM – 2:00 AM | Wednesday: 10:00 AM – 2:00 AM | Thursday: 10:00 AM – 2:00 AM | Friday: 10:00 AM – 5:30 PM | Saturday: 8:30 PM – 2:00 AM | Sunday: 10:00 AM – 2:00 AM,yes,places/ChIJ-6fqZchnAhUR248ZLD36J4E/photos/AaVGc3lFQSngAkRR9_qLYDbadyGDewFPTZAgGUeBACt3Pr376BHc85wKvrI9my7vq2nfMoRGnUUNyOXFTVOOzlUHjAm7QJ0jmuH2MYo3sdSUUKXiF-XVzzAy4JMy0hJZWNgFZiyn6GtuxzcBBh4tVHsj5_ekZzNdF2oVs5L0K_D-E7B8y_-6DmA1Liha_ZojGDmLt0bijWmCLWhrx_SUdcOdu3OOnp27tXCJ_EFsvU6q2r8BwZzRyKRbr1wwLWcmFIPA5QVO5Rwqi3EhWCfnRQo7jTCmLxpPC_R6ij0p8sAOWj-8ALhyGPpJQ5xGlhg8Hhhm5pfX0bVNmLtVK3xZquwo_0Tc2bEzG4rqZ7XzImrNW3TL2dDa6PgY-LThAb4F7GV0b7Ja1beuhXUu3j670dsfE8xd246hfJsf0B9Wu0MHgf4aZfgJcbRyknhJTK7jRg,"שניצל טיים באר שבע | חלות שניצל , מגשי אירוח",no,0.85,"Different street addresses (Yitzhak Ben Tzvi vs Mivtsa Nakhshon) with 2.1km distance. Different names ('Schnitzel Line' vs 'Schnitzel Time'). While both are schnitzel restaurants in Beer Sheva, the address mismatch is too large to be coordinate error, indicating separate businesses.",https://maps.google.com/?cid=9306682295624241115&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
sure_wrong,no,0.95,"Chain branch rule: שניי כתובות שונות באותה עיר (אילת). A בשד' התמרים 133, B בקניון הים האדום בשד' התמרים 2. מרחק של 492 מטר מצביע על שני סניפים שונים של השרשרת.",maybe,0,LLM לא בטוח (0.6) · שם דומה חלקית (0.67),1859,uncertain,llm-uncertain,בורגראנץ' דימונה,"שד' התמרים 133, אילת, Israel",29.5569348,34.9497949,ChIJ__8_B_lxABURIUXI9rSjjIY,בורגראנץ' סניף אילת,"קניון הים האדום, Sderot HaTmarim 2, Eilat, Israel",29.5549831,34.9543557,0.667,492,OPERATIONAL,food,fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,1-700-700-600,3.7,258,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: Closed | Saturday: Closed | Sunday: 11:00 AM – 10:00 PM,yes,places/ChIJ__8_B_lxABURIUXI9rSjjIY/photos/AaVGc3nIYGiY92OEPubLnvRkkYVs1PELFckEAx1888DfwdSStk1OQUNLl6Zp0325sOj_oMwc06fkaOhsxpbskLYQgEBsB63EOL_AqKMXx833upO-zp3q8yL5EdOiV4zkRQQDV_7mRErErbknBbWOQjtDRH_RLVgWC4UynIqcNOOjTKrB-iyfNN-IID0SsUzBOR7KeVMl_M4iMqNN7usT2CH7nPepu9fOBABVKlUSY8hFuahovYYCbNnh-bdZ8ubGLtHwp5RE2Ge0GxWQEEhbt-B5cuYA8poUOIKBtOXXzMpu7ob2kEMYolPgPSXj-jOfNjdTZzEaMePjNqznMghLwGfuJ9N45HW14HqbGcX2J2L1Rg1v_VyfCyz2paOMX8pmPGwm_KHhU_DOxH51otqQrsMo3T390Ztj4OelB6wsRZT1yR3w8MdC,Gideon Neuman Sollish,uncertain,0.6,"Both are Burgerantz chain locations in Eilat on Sderot HaTmarim street. However, house numbers differ significantly (133 vs 2) and distance is 492m. A appears to be a standalone location while B is in a mall (קניון הים האדום). Could be two different branch locations of the same chain, or coordinate errors. For chain restaurants, clear address match is needed for 'yes'.",https://maps.google.com/?cid=9695304095451596065&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,uncertain,
sure_wrong,no,0.95,"שמות שונים לחלוטין: 'סרי' vs 'ספריה' (Sifriya). למרות ששניהם במאזור באר שבע, אלה הן עסקים שונים. המרחק של 1883 מטר והשמות הייחודיים השונים מלחלוטין מעידים על אי-התאמה.",maybe,0,"LLM לא (conf 0.92) · שם דומה חלקית (0.67) · אותה עיר, רחוב שונה",1871,no_match,llm-no,מסעדת סרי,"באר שבע, Israel",31.2457442,34.7925181,ChIJ3csJR0lmAhURA74odx0Uh-s,Sifriya,"מתחם מבנה, Yitshak Nafha 25, Beersheba, Israel",31.246046299999996,34.8123198,0.667,1883,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-665-5120,4.3,4642,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 11:00 PM,yes,places/ChIJ3csJR0lmAhURA74odx0Uh-s/photos/AaVGc3kH2IANGKjvx-z0sEoPjNHVpHdsSIoVKeCpz6P42YB1PlYa8TwcvpeGrr6h5AOGppKJDUCYv22htKd2E1Jk9RUwl4-80GZDQJQRXc_41_Fl9C8IZbdDKJffs6DVU1YXcxMmP3mPbVll2GFuhP5RTi6f41Fw5DhX928GxF7fZREJJxb5bHRo8IxFoRjzdKU1uTJw7whR7qwuLXePuu-rQss1bRCDuPb1xDos5WeRjnPULiVmyuFL0YEF7LsEGZylgEBMnv8fTRCeaRTU7BYKnBwgNRgqzUBhEU0PjpSyFluhgQYTj_-3Dl_tiyXAukU1wVMtI59CKIWpGZBkZVSCT9lboZLbrd3PYzPj8jK0eWTRQUuevdpgcXPpQ_ypdC8cvSPgzMNjY9tHzsvOdisf3fW0HNiKtE8CjtgGQ_b2E3M7IDy3,alexso alexson,no,0.92,"Names don't match: 'מסעדת סרי' (Sri Restaurant) vs 'Sifriya' (Library). Different business types - Sri is a restaurant, Sifriya is a library/bookstore. Large distance (1.9km) and different street addresses confirm these are different establishments.",https://maps.google.com/?cid=16971555837554769411&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
still_maybe,uncertain,0,,maybe,0,"LLM כן אבל conf 0.92 נמוך · שם דומה חלקית (0.67) · אותה עיר, רחוב שונה",2022,uncertain,llm-uncertain,לנדוור קריית ביאליק – כשר,"דרך עכו 192, קניון הקריון, קריית ביאליק, Israel",32.825021,35.079888,ChIJLfIViPy2HRUR_IeKnpRo84s,קפה לנדוור סניף קריון,"Akko Rd 190, Kiryat Bialik, Israel",32.8404565,35.0875906,0.667,1861,OPERATIONAL,food,cafe,cafe;food;point_of_interest;establishment,04-630-6496,2.7,57,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 8:30 AM – 2:00 PM | Saturday: 5:50 – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,yes,places/ChIJLfIViPy2HRUR_IeKnpRo84s/photos/AaVGc3nhKwRgjRD5YcvxQGtr9XQeU8ffLazptCu_Hx1YGTSlbPMCVK0UI4AaBnTl5mWS-pwK8Ihom-3gYQJwbWGZsGM6hCq8Xd95E-WkoK5ge2iuOTX3_CCUg18UK3XUxoQKvCrWSkfXX-G5B_oLyKgdptjxAxxkO8vlKyW1OEXd-gnRuMeM7tWFHPFfMvDia3BVhnCjoMkx355TvFZ-kUEalOta-RF_dRmSNwScHkxekBRzRcXf5IBqu7VrIeFiibC7I6gPMxpxhoplUwSS7yb2HiI66Hh9GjyYECMF2FJLHHOWlajzupNzfZk0vVdEApMEOutC8yj9qK7llEN9Njzs5EQWD7F-ZD3hFNe5d0pNY4I5k-o1DbshnBni9O8Kh0f4dVBjNa9SOs771FRibz9FQ7y39-VJUf8bGZ8dxaDMQ8k,Simha Erlich,yes,0.92,"Chain match: 'לנדוור' (Landwer) appears in both names. Address alignment: both on Akko Rd in Kiryat Bialik, both reference Keryon Mall (קניון הקריון/קריון). House numbers 192 vs 190 are very close (likely same mall entrance). Distance of 1861m appears to be measurement artifact since both explicitly reference the same mall.",https://maps.google.com/?cid=10084518978136999932&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,uncertain,
sure_right,yes,0.85,"שם ייחודי תואם (ביגה=Biga), עיר תואמת (חיפה=Haifa), והעסק מוגדר כמסעדה. הטעות בקואורדינטות או כתובת רחוב הם טיפיים בבסיס הנתונים שלנו. המרחק הגדול (5469 מ') עלול להיות שגיאה במערכת הקואורדינטות שלנו, אך השם הייחודי והעיר מעידים על אותו מקום פיזי.",maybe,0,LLM לא בטוח (0.55) · שם דומה חלקית (0.67) · עיר/רחוב לא זוהו כתואמים,2027,uncertain,llm-uncertain,ביגה,"חיפה, Israel",32.8191218,34.9983856,ChIJGyyrGpWxHRURCbInQfW6vMA,Biga,"Ha-Kharoshet St, Haifa, Israel",32.8080515,35.0554013,0.667,5469,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,04-990-9440,4,1805,Monday: 8:30 AM – 10:00 PM | Tuesday: 8:30 AM – 10:00 PM | Wednesday: 8:30 AM – 10:00 PM | Thursday: 8:30 AM – 10:00 PM | Friday: 8:30 AM – 2:00 PM | Saturday: 7:45 – 10:30 PM | Sunday: 8:30 AM – 10:00 PM,yes,places/ChIJGyyrGpWxHRURCbInQfW6vMA/photos/AaVGc3lMcCo9PQTy5ZI66tRDzUOuLaV4sdNyR_pqIUbRUKOqrQwFuw7lLiIJjQADt5EFRExzUqLMKAeUpeoaVxLXtW0Kmnz0kzmZ6_Kodhrhv226hJCFSs-3vlbjHc1C65IU8vrdkjOO2v2tvunhPwvqhKIWT2Xgrdx7C-ADu9FysGkt1PTKgxO9EyAFE1e0j2WFlj1JVQmRHfYy0455ru4KhsNVN12zdhr9gC-fD6PXKvoCXkOnCJ1rQmD4eMbUj8_anc8tOUI6qGSsnnqTqNHmnJjS3BpswL_BpI7ukDGE-djyAuv8o1jG1-N1R4JObbziu1j-5v0KHa09kBdSpGNjFb_WLF7fXTdcaIWyogtOu8XJUmY2OtmDMwEzN-78myIKJ3GPNqSBcK7DHV34kVKR-ENuHBfnHfxtWIuYB2F38lKe7g,harpi53,uncertain,0.55,"Name matches (ביגה = Biga), city matches (Haifa), but distance of 5.4km is very large. Without specific street address in listing A, cannot confirm same location despite unique name.",https://maps.google.com/?cid=13888180913426641417&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,uncertain,
sure_wrong,no,0.95,"שרשרת (chain) בשתי רחובות שונים בחיפה: דרך בר יהודה מול HaNassi Blvd. המרחק הגדול (32 ק'מ) מעיד על שגיאה בקואורדינטות שלנו, אך שמות הרחובות שונים מעידים על סניפים שונים. חוקי השרשרת: רחוב שונה = סניף שונה = תשובה 'לא'",maybe,0,LLM לא (conf 0.95) · שם דומה חלקית (0.67) · עיר/רחוב לא זוהו כתואמים,2112,no_match,llm-no,קפה לנדוור,"דרך בר יהודה 111, מרכז ביג חיפה, Israel",32.5176714,34.9405381,ChIJRzF-RKi7HRURIY65zZEHQzc,Landwer Cafe,"HaNassi Blvd 134, Haifa, Israel",32.803239,34.985801699999996,0.667,32035,OPERATIONAL,food,coffee_shop,coffee_shop;brunch_restaurant;breakfast_restaurant;cafe;food_store;store;restaurant;food;point_of_interest;establishment,04-600-0330,3.8,1690,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 2:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 11:00 PM,yes,places/ChIJRzF-RKi7HRURIY65zZEHQzc/photos/AaVGc3k46CHrTquFtENGgN3tOsgnqd9XO-JvKCJw9dS3iA3r8gilAxdaJ-Ui9wsTJ8SGlGUeUrTEWuVBz8jY6RZqSQj8SItmtM2ISPwD-5ytf3dOa89DKaP3p2jnPlQevgHZ2eI6govuLaxaYL-3I9kwMJhs7Vm06aXHfyUDx9kpDX2YNwT8zj2MC6rO3J3exbg32CeQBW-M-6dXsUyBLTINs32w5m0Jk7-1cO7f4nOHyKvXz57eMly8X7FAFvbaFPRhuhDO4LG3TEe9SIxNsL4qlFyF--Q5PSj3tNI9EzXLXrajVqCjBcpaH858BZsOcw4WEuApYwcZSB02cPtdMYTwfiCJ_kNNk3e5k11lObZCO9wvfI4d6tm5limT1WHn16eofrKavtsuaYsvYOEYZXxuMAbgYaiMQV-BUQyVA7GPB6I,h a,no,0.95,"Chain restaurant with different street addresses and house numbers (Bar Yehuda 111 vs HaNassi 134). Distance of 32km indicates different locations. For chains, street AND house number must clearly match.",https://maps.google.com/?cid=3982034818328792609&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
sure_wrong,no,0.85,"שתי עיר שונות: קרית אתא vs חיפה. למרות ששם העסק דומה מאוד (סמי הגדול סנדוויץ בר), המרחק של 4.4 ק״מ בין העיירות מחוזקים שזו סניף שונה או עסק שונה לחלוטין. עבור שם ייחודי (unique), דרוש התאמה גיאוגרפית קרובה יותר.",maybe,0,LLM לא (conf 0.85) · שם דומה חלקית (0.67) · עיר/רחוב לא זוהו כתואמים,2349,no_match,llm-no,סנדוויץ' בר סמי הגדול,"קרית אתא, Israel",32.8115853,35.1163747,ChIJ6S5GYYaxHRURHM7gTopPyhs,סמי הגדול סנדויץ בר - הקריות,"Haifa, Israel",32.8113282,35.0691728,0.667,4411,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,1-700-704-070,4,674,Monday: 10:00 AM – 3:00 AM | Tuesday: 10:00 AM – 3:00 AM | Wednesday: 10:00 AM – 3:00 AM | Thursday: 10:00 AM – 5:00 AM | Friday: 10:00 AM – 6:00 AM | Saturday: 10:00 AM – 5:00 AM | Sunday: 10:00 AM – 3:00 AM,yes,places/ChIJ6S5GYYaxHRURHM7gTopPyhs/photos/AaVGc3kJjA1P-h3Auj8Yrg0RV6z-sXlfltgfZ0J_58R0RK056cCd1WDeBlJSl1di7gkVJ7niSWtKe3YDoI96rlKPczN0aDm6WikqwMmmZx9bOaRQSYzZabO0RrPAjDhwn-RgN8Weo5NpNiwS5hWw8izInIEAEFAgTvdV4oYYyCuwtSiztrmDYVlVAsg-_Xekmwdr7FAaEJ0jFGp5uRZONkgOnAr_A_gB56-4wLdt-n0p977FO91_-MCJf41EwadryPQjvFUNVaVoQyk0XxmopD-d3uTsh1gB5dB02qPQBnmZiAvzYl0p8iMpQpVeusNSVinjEwbcIdbIT0HZC7QLRK7mdM7_H_u531JC9ZkGwCxqftY79tn5Fvu77Ic9KoygQGNSxG9Y8mTiKSoqZUDx1GKcMA2cQYoZwMhShERx-8LMqOBjGQ,סמי הגדול סנדויץ בר - הקריות,no,0.85,"Distance of 4.4km between Kiryat Ata and Haifa is too large for same physical location. Despite matching unique name 'סמי הגדול' (Sami HaGadol), they appear to be separate branches in different cities. Without street-level address for A, cannot confirm if this is a chain with multiple locations or the same business.",https://maps.google.com/?cid=2002500439767043612&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
