id,name,dest,country,address,kosher_certified,source_quality,confidence,certifying_body,evidence,source_url,friReason,satReason
8401,Chabad of Bangkok Dairy Cafe,Bangkok,Thailand,"18 Phra Sumen Rd, Talat Yot, Phra Nakhon,, Bangkok, 10200, Thailand",yes,directory,0.8,Chabad Thailand (Chief Rabbi Yosef C. Kantor) / Thai Kashrut Services,"מסעדת חלב בבנין צבא""ד בנגקוק בפתח בניין, בפיקוח צבא""ד רב השליח בנגקוק",https://easykoshertravel.com/kosher-restaurants-in-bangkok/,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 8:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
8410,Burekas Ramle Koh Samui,Ko Samui,Thailand,"200, 15, Bo Put, Amphoe Ko Samui, Surat Thani , 84320, Thailand",unclear,directory,0.5,Chabad (potentially),"Instagram account burekas_ramle_samui אישור קיום, אך אין מידע רשמי מ-Chabad/Kantor עם כתובת מדויקת זו (200/15 vs 200/17)",https://www.instagram.com/burekas_ramle_samui/,,פתוח 9:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
8417,Oria'Sweets - Banana Market,Ko Samui,Thailand,"30 Chaweng Beach Rd, Bo Put Ko Samui District, Surat Thani , 84320, Thailand",yes,directory,0.85,Mehadrin Rabbinical Association,"עמותה תבור (Mehadrin Rabbinical Association) - מטבח דגלי כשרות מקומי בהשגחת הרב של חד""ד בקו סמוי",https://easykoshertravel.com/kosher-restaurants-in-koh-samui/,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 3:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
8429,Le Triskel,Pai,Thailand,"28, rue Saint-Hilaire, Saint-Maur-des-Fossés, 94210, France",unclear,none,0.05,,"הכתובת בצרפת (28 rue Saint-Hilaire) מכילה מסעדה בשם 'L'Atelier 28' (מסעדה צרפתית), לא 'Le Triskel'. כתובת בתאילנד לא ברורה וללא מידע. לא נמצאה הסמכה כשרה לשום מקום.",,פתוח עד 10:30 PM בערב שישי (אחרי 21:00),פתוח 11:45 AM–10:30 PM בשבת (חופף ל-08:00–16:00)
8422,Chabad Phuket,Phuket,Thailand,"9/6 Rat-U-Thit 200 Pee Rd Patong, Kathu District, Phuket, Thailand, Phuket, 83150, Thailand",yes,directory,0.75,Chief Rabbi of Thailand (Rabbi Yosef Chaim Kantor),"מסעדה בפתונג עם פיקוח של הרבנות המקומית והרב הראשי של תאילנד. רבי יוסף חיים קנטור משגיח על מסעדות כשרות בתאילנד. רשימות בספריות כושרות מזכירות פיקוח ממשלתי, אך אין תעודת רשמית זמינה באתר משרד הרבנות.",https://www.totallyjewishtravel.com/Kosher_Restaurant-TE54030-chabad_phuket-Reviews-phuket_island_thailand.html,פתוח עד 10:30 PM בערב שישי (אחרי 21:00),פתוח 8:00 AM–10:30 PM בשבת (חופף ל-08:00–16:00)
8425,Pistachio Restaurant Phuket | Patong,Phuket,Thailand,"9 Rat Uthit Song Roi Pi Rd, Pa Tong Kathu District, Phuket , 83150, Thailand",unclear,directory,0.55,Rabbi Yosef Chaim Kantor (Chief Rabbi of Thailand / Chabad House Phuket),המסעדה פועלת תחת השגחת הרב יוסף חיים קנטור אך אין מסמך רשמי חתום. השגחה קהילתית של בית חב״ד פוקט.,https://www.foodyas.com/TH/Patong/209581979385005/Pistachio-Restaurant-Phuket,פתוח עד 1:00 AM בערב שישי (אחרי 21:00),פתוח 8:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
8122,Hot Cut,London,United Kingdom,"98 Golders Green Rd Golders Green, London NW11 8HB, UK",yes,official,0.95,KF Kosher (Kehillas Federation),"Hot Cut בכתובת 98 Golders Green Road, London NW11 8HB מופיע בדף הרשמי של Kehillas Federation (KF Kosher) כמסעד מוסמך. גם באתרי מאומתים נוספים (YeahThatsKosher, KoshernearMe, federation.org.uk) יש אישור זהה.",https://www.federation.org.uk/kf-kosher-kosher-licensees/,,פתוח 11:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7540,Dairy Star Ice Cream of Lincolnwood,Chicago,United States,"3472 W Devon Ave, Lincolnwood, IL 60712, USA",yes,official,0.95,cRc (Chicago Rabbinical Council),"בדיקה ישירה מאתרי רשמיים: cRc consumer kosher website מפרט את Dairy Star 3472 W Devon, Lincolnwood, IL כמקום מסודר. האתר של Dairy Star עצמו ואתרי קהילה יהודית מאשרים הסמכה קבועה של cRc מ-1998.",https://consumer.crckosher.org/alerts/ice-cream-stores-and-trucks/,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 2:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
7542,Dunkin Donuts Skokie,Chicago,United States,"3900 Dempster Street, Skokie, IL 60076, United States",yes,official,0.95,Chicago Rabbinical Council (cRc),"Official cRc certificate PDF confirms 3900 West Dempster, Skokie, IL 60076 is certified kosher under Chicago Rabbinical Council supervision. Certification valid through December 31, 2026.","https://www.crcweb.org/LOC/Dunkin%20Donuts%203900%20West%20Dempster,%20Skokie.pdf",פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 4:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7543,Dunkin Donuts/Baskin Robbins,Chicago,United States,"3132 West Devon Avenue West Rogers Park, Chicago, 60659-1427, Illinois",yes,official,0.98,Chicago Rabbinical Council (cRc),"cRc (Chicago Rabbinical Council) officially certifies Dunkin Donuts at 3132 W. Devon Chicago, IL 60659 as kosher (bagels Pas Yisroel). Dunkin Donuts official location page and TotallyJewishTravel also confirm certification.",https://consumer.crckosher.org/alerts/pas-yisroel-at-dunkin-donuts/,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
7547,Graeter's Ice Cream,Chicago,United States,"1347 Shermer Road, Northbrook, IL 60062",yes,official,0.95,Chicago Rabbinical Council (cRc),הסניף בכתובת 1347 Shermer Road בNorthbrook IL מסומן כמסוג ארוחה בהשגחה של Chicago Rabbinical Council (cRc),https://consumer.crckosher.org/alerts/ice-cream-stores-and-trucks/,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7560,Rocket Slice,Chicago,United States,"3918 West Touhy Avenue, Lincolnwood, IL, 60712, USA",yes,official,0.98,Chicago Rabbinical Council (CRC),"Rocket Slice LLC at 3918 West Touhy, Lincolnwood, IL 60712 holds a valid CRC kosher certificate valid through December 31, 2026","https://www.crcweb.org/LOC/Rocket%20Slice,%20LLC.pdf",,פתוח 10:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7699,Pita's,Las Vegas,United States,"5115 Spring Mountain Rd, Las Vegas, NV , 89103, USA",yes,directory,0.75,Va'ad HaKashrus of Las Vegas (Chabad of Southern Nevada),"Pita's at 5115 Spring Mountain Rd, Las Vegas, NV 89103 is listed on multiple kosher directories including 'A To Z Kosher Travel', 'YeahThatsKosher', and 'TotallyJewishTravel' as certified by Va'ad HaKashrus of Las Vegas / Chabad of Southern Nevada. However, note that Yelp indicates the restaurant was closed as of June 2026.",https://atozkoshertravel.com/travel-info/,פתוח עד 9:30 PM בערב שישי (אחרי 21:00),פתוח 10:00 AM–9:30 PM בשבת (חופף ל-08:00–16:00)
7580,Bacio di Latte - Century City Mall,Los Angeles,United States,"10250 Santa Monica Boulevard, Los Angeles, CA 90067, USA",yes,official,0.95,Kosher LA (KoLA),מיקום זה בשנ 10250 Santa Monica Boulevard מצויין בדף הרשמי של Kosher LA כ'Bacio di Latte' עם הערה 'ONLY LISTED FLAVORS CERTIFIED' - חלק מהטעמים מוסמכים ולא החנות במלואה.,https://www.kosherla.org/certified-eateries.html,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7582,Baskin-Robbins (LA Cienega Plaza),Los Angeles,United States,"1831 S La Cienega Blvd Suite B Los Angeles, CA, 90035, United States",yes,official,0.95,Rabbinical Council of California (RCC),"המקום 1831 S La Cienega Blvd Suite B בלוס אנג'לס מחזיק בהסמכה כשר מ-RCC (Rabbinical Council of California) - זה מופיע בתעודה רשמית של RCC מספטמבר 2023 ובדירוג הרשמי של RCC. כל הפריטים בחנות הם כשר, חלבי, חלב סתם. זהו החנות היחידה של Baskin-Robbins 100% כשר בלוס אנג'לס.",http://rccvaad.org/teudot/BaskinRobbinsRobertson.pdf,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 10:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7593,Cold Stone Creamery of Sherman Oaks,Los Angeles,United States,"14622 Ventura Blvd. #119, Sherman oaks-Los Angeles County, 91403, usa",yes,directory,0.85,RCC (Rabbinical Council of California),"מיקום זה רשום בעל הסמכה כשר RCC בכמה אתרים מאומתים של רסטוראנים כשרים, כולל LAJewishGuide, KosherQuest, ו-TotallyJewishTravel, עם הסמכה Cholov Stam. האתר הרשמי של RCC עצמו לא חיפשתי את הדירוג שלו אך המקורות בעלי משקל סמכות רבים מאשרים את ההסמכה.",https://lajewishguide.com/cold-stone-creamery/,פתוח עד 2:00 AM בערב שישי (אחרי 21:00),פתוח 10:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7599,Erin McKenna's Bakery LA,Los Angeles,United States,"236 North Larchmont Boulevard, Los Angeles, CA 90004, USA",yes,official,0.95,Rabbinical Council of California (RCC),"הקלף Erin McKenna's Bakery NYC ב-236 N. Larchmont Blvd, Los Angeles, CA 90004 הוא רשום בספר הדירוג של ה-RCC (Rabbinical Council of California) כ-Pareve. תעודת הסמכה מועדכנת לתאריך 31 במרץ 2026.",https://rccvaad.org/teudot/ErinMckenna'sBakeryNYC.pdf,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 8:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7624,LA Burger Bar,Los Angeles,United States,"8581 Pico Boulevard, Los Angeles, CA 90035, USA",yes,official,0.95,O/K (OK Kosher Certification),"LA Burger Bar בכתובת 8581 W Pico Blvd, Los Angeles, CA 90035 מסופק על ידי OK Kosher Certification. זהו מופיע ברשימה הרשמית של O/K ובמקורות מרובים כולל LAJewishGuide ו-OK's official restaurant list.",https://kosherquest.org/ok-certification-restaurants/,פתוח עד 1:00 AM בערב שישי (אחרי 21:00),
7638,Modern Bread and Bagel Los Angeles,Los Angeles,United States,"6256 CA-27 #1200, Woodland Hills, CA, 91367, USA",yes,official,0.95,International Kosher Council (IKC) under Rabbi Zev Schwartz,מקום זה מוסמך לכשרות על ידי IKC (Rabbi Zev Schwartz) כפי שמופיע באתר המעמד הרשמי,https://www.modernbreadandbagel.com/locations/woodland-hills,,פתוח 8:00 AM–5:00 PM בשבת (חופף ל-08:00–16:00)
7643,Nothing Bundt Cakes Sherman Oaks,Los Angeles,United States,"14622 Ventura Blvd Suite 104, Sherman Oaks, CA 91403, USA",yes,official,0.85,Rabbinical Council of California (RCC),"תעודת הכשרות של RCC (Rabbinical Council of California) מאומתת למיקום זה: 14622 Ventura Blvd Suite 104, Sherman Oaks, CA 91403. מופיע ברשימה הרשמית של RCC ובמספר ספרים מקביל אנלוגיים.",https://rccvaad.org/nothing-bundt-cakes/,,פתוח 10:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7644,Nothing Bundt Cakes West Hills,Los Angeles,United States,"6524 Platt Avenue, West Hills, CA 91307, USA",yes,official,0.92,Rabbinical Council of California (RCC),מוקד RCC הרשמי של קליפורניה מתאים בדיוק כתובת זו בדיר קושר שלהם וכן מוקדות אחרות רושמות את המיקום במפורש תחת RCC Hashgacha,https://rccvaad.org/kosher-directory/,,פתוח 10:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7654,PopUp Bagels Los Angeles,Los Angeles,United States,"11710 San Vicente Blvd Los Angeles, CA, 90049, United States",yes,directory,0.95,National Kosher Supervision (NKS),מקום זה מעוניין בהשגחה כשר תחת National Kosher Supervision (NKS) - הבריסקית והחלב הרגיל בלבד והביגלס מכוסים. יותר מרביב הווריאציות אינו מעוניין בהשגחה.,https://yeahthatskosher.com/2025/12/kosher-popup-bagels-opens-first-los-angeles-location/,,פתוח 6:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00)
7669,Sweet E's Bake Shop,Los Angeles,United States,"4574 W Adams Blvd, Los Angeles, CA, 90016, USA",yes,official,0.95,Kosher LA,"האתר הרשמי של Sweet E's Bake Shop מציג תעודת הכשרות מ-Kosher LA לכתובת 4574 W Adams Blvd, LA CA 90016, עם הסמכה כ-Dairy Kosher.",https://www.sweetesbakeshop.com/blogs/the-sweet-spot-blog/sweet-es-bake-shop-is-certified-kosher,,פתוח 8:00 AM–2:00 PM בשבת (חופף ל-08:00–16:00)
7676,The Bagel Factory Cadillac Avenue,Los Angeles,United States,"8986 Cadillac Avenue, Los Angeles, CA 90034, USA",yes,official,0.95,Kosher LA,"מפוקח תחת פיקוח של Kosher LA - דיירי ופארווה. המקום מפורש באתר הרשמי של Kosher LA כמקום מוקדש כחלב וטריף, עם כל התיאומים הנדרשים.",https://www.kosherla.org/news-and-updates/bagel-factory,,פתוח 6:00 AM–2:30 PM בשבת (חופף ל-08:00–16:00)
7677,The Bagel Factory Sepulveda,Los Angeles,United States,"3004 South Sepulveda Boulevard, Los Angeles, CA 90034-4202, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvjbbrEkMdKd1R5ZAe9""}",,,פתוח 5:30 AM–2:00 PM בשבת (חופף ל-08:00–16:00)
7445,Carvel North Miami Beach #1657,Miami,United States,"725 NE 165th Street, North Miami Beach, FL 33162, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvjfr5rnpZJnFR4HWie""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 10:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7471,In & Out Bagels,Miami,United States,"18800 NE 29th Ave Suite 9, Aventura, FL, 33180, USA, Miami, FL",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvjiKAohkgKde5sH2nH""}",,,פתוח 7:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00)
7473,Jajaja Mexicana Wynwood,Miami,United States,"2775 NW 3rd Ave Miami, FL, 33127, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvjm8aaR4jeS773nzVT""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 11:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7480,Krispy Kreme #1049,Miami,United States,"16851 S. Dixie Highway, Palmetto Bay, FL 33157, USA, Miami, FL",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvjodPwrEMUKzCyN8EU""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 6:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7481,Krispy Kreme #1177,Miami,United States,"590 NE 167th Street, Miami, FL 33162, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvjrGeZHB9Ui6NV9Vvc""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 6:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7483,La Pistachio,Miami,United States,"7500 SW 120th Street,  Pinecrest, FL , 33156 , United States, Miami, FL",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvjtuQQFFQ8vxBCQX4k""}",,,פתוח 10:00 AM–6:30 PM בשבת (חופף ל-08:00–16:00)
7486,Levy's Shawarma,Miami,United States,"3575 North East 207th Street, Miami, FL 33180, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvjwMVVXpiHZVajhGWA""}",,פתוח עד 9:30 PM בערב שישי (אחרי 21:00),
7489,Mama Pizza & Coffee Shop,Miami,United States,"19200 West Dixie Highway, Miami, FL 33180, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvjynasPQzb34qWZwoG""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 24 שעות בשבת
7493,Miami N' Ice,Miami,United States,"1214 Washington Ave, Miami Beach, FL, 33139, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvk2SaQCwoFVHgekzUS""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 3:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
7499,Morelia Gourmet Paletas,Miami,United States,"76 Miracle Mile, Coral Gables, FL 33134, USA, Miami, FL",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvk63d7zosUESJPgiLL""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
7510,Playa Bowls Coral Gables,Miami,United States,"6620 SW 57th Ave, South Miami,  FL, 33143, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvk8tXSYHvkkFAMLRim""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 8:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7511,Playa Bowls Miami Midtown,Miami,United States,"3111 NE 1st Avenue, Suite 200 Miami, FL, 33137, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkBsrihUpXkhnh5kYG""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 8:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7512,Playa Bowls North Miami Beach,Miami,United States,"14881 Biscayne Blvd North Miami Beach, FL, 33181, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkERQKZAhtZi56VRoE""}",,,פתוח 8:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
7515,Pure Green - Juice Bar Sunset Harbour,Miami,United States,"1915 Purdy Ave Miami Beach, FL, 33139, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkHPFc5PsPUuTqqn9N""}",,,פתוח 7:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7516,Pure Green Juice & Smoothie Bar Aventura,Miami,United States,"2960 NE 199th St, Ste. 4,  Aventura, FL , 33180, USA, Miami, FL",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkLG8rUsUNtRb1RQXA""}",,,פתוח 8:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00)
7519,Serendipity Creamery & Yogurt Cafe,Miami,United States,"9457 Harding Ave, Surfside, FL 33154, United States, Miami, FL",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkP54WM1QmkAFHDMbZ""}",,,פתוח 7:30 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7522,Silan Fusion Cuisine,Miami,United States,"5225 Collins Ave,  Miami Beach, FL, 33140, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkRkYPdDtVPyW4b2nS""}",,,פתוח 11:30 AM–2:00 PM בשבת (חופף ל-08:00–16:00)
7523,Skoops,Miami,United States,"401 Biscayne Blvd S10,  Miami, FL , 33132, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkUWyfKfH2Yw5wr4J7""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 9:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
4697,Katz's Delicatessen,New York,United States,"205 E Houston St, Manhattan",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkXMPKEtvg8fTVNwf6""}",,פתוח עד 11:30 PM בערב שישי (אחרי 21:00),פתוח 24 שעות בשבת
6401,Bodhi Kosher Vegetarian Restaurant,New York,United States,"77 Mulberry St, New York, NY 10013.",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkZpUHNY9T9LByM7rC""}",,פתוח עד 9:45 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–9:45 PM בשבת (חופף ל-08:00–16:00)
7714,16 Handles 3rd Ave,New York,United States,"428 3rd Avenue, Manhattan, NY 10016, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkchMYUmyLxh1aNim8""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
7715,16 Handles Amsterdam,New York,United States,"325 Amsterdam Avenue (75th Street), Manhattan, NY 10023, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkfEebktJEMfn6J2vC""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
7716,16 Handles Chelsea,New York,United States,"178 8th Avenue, NY 10011, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkhkiHuTGmcGzTDdou""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
7718,16 Handles Upper East Side,New York,United States,"1569 2nd Avenue (between 81st and 82nd), New York, NY, 10028, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkkGXA6tqJRsWP4oA2""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
7722,Ahimsa Garden,New York,United States,"204 East 38th Street New York, NY, 10016, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvknmLeuZXs967eijCA""}",,פתוח עד 9:30 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–9:30 PM בשבת (חופף ל-08:00–16:00)
7730,Anixi,New York,United States,"290 8th Ave, New York, NY , 10001, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvkq9xEVyFGW6fvdyrh""}",,,פתוח 11:30 AM–10:30 PM בשבת (חופף ל-08:00–16:00)
7733,Asia Glatt Kosher,New York,United States,"4813 New Utrecht Avenue Brooklyn, NY, 11219, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvksYaF5d4FM39Wyd8S""}",,,פתוח 11:00 AM–10:30 PM בשבת (חופף ל-08:00–16:00)
7735,Avenue P Appetizers & Bagels,New York,United States,"466 Avenue P, Brooklyn, NY 11223, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvkvj4kUsyABZHQ8RK2""}",,,פתוח 7:30 AM–5:30 PM בשבת (חופף ל-08:00–16:00)
7737,B & H Dairy,New York,United States,"127 2nd Ave. New York, NY, 10003, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvkysKvj3L1mVLU3sqJ""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 7:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7738,Bagel Boss Murray Hill,New York,United States,"544 Third Ave New York, NY, Manhattan, 10016, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvm2DiGvpwE6gJQjPzY""}",,,פתוח 6:00 AM–2:00 PM בשבת (חופף ל-08:00–16:00)
7746,Benjy's Kosher Pizza and Dairy Restaurant,New York,United States,"72-72 Main St. Kew Gardens Hills, NY, 11367, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvm4m1mXFV52UFS37aB""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 10:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
